Event ID,Event time,User name,Event name,Resource type,Resources,AWS access key,AWS region,Error code,Source IP address
3a1749f0-a77b-4630-8cd3-a53812ad38dd,"2020-06-15, 03:31:03 PM",root,CreateServiceLinkedRole,,,,us-east-1,InvalidInputException,dynamodb.amazonaws.com
ccd8a96e-e1cb-406a-9ff1-f54d328948cd,"2020-06-15, 03:31:03 PM",root,CreateServiceLinkedRole,,,,us-east-1,InvalidInputException,dynamodb.amazonaws.com
bdbce2d5-9e9c-4488-83f6-44dcad540023,"2020-06-15, 03:31:02 PM",root,CreateServiceLinkedRole,,,,us-east-1,,dynamodb.amazonaws.com
1a4f99d2-e662-41b3-a606-8e31bd938406,"2020-06-15, 03:11:25 PM",root,ConsoleLogin,,,,us-east-1,,78.119.153.175
a76a6587-0f98-4a72-b569-6933a6817942,"2020-06-12, 01:37:29 PM",root,DeleteUser,IAM User,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""navitgupta@gmail.com""}]",,us-east-1,,78.119.153.175
713346de-76de-464b-9494-ced4520a611d,"2020-06-12, 01:37:28 PM",root,DetachUserPolicy,IAM User and 1 more,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""navitgupta@gmail.com""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AmazonEC2ReportsAccess""}]",,us-east-1,,78.119.153.175
9dbc0023-ba77-44a8-84d2-c9b739a1734d,"2020-06-12, 01:37:27 PM",root,DetachUserPolicy,IAM User and 1 more,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""navitgupta@gmail.com""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/service-role/AmazonEC2RoleforAWSCodeDeploy""}]",,us-east-1,,78.119.153.175
e781d184-2b4a-4b37-a866-0c8d50ec6f24,"2020-06-12, 01:37:27 PM",root,DeleteAccessKey,IAM AccessKey and 1 more,"[{""resourceType"":""AWS::IAM::AccessKey"",""resourceName"":""AKIAICJS5YOMSVWBDLLA""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""navitgupta@gmail.com""}]",,us-east-1,,78.119.153.175
f4571c40-1720-4fa3-a03e-38fa6d31fcd2,"2020-06-12, 01:37:27 PM",root,DetachUserPolicy,IAM User and 1 more,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""navitgupta@gmail.com""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AmazonEC2FullAccess""}]",,us-east-1,,78.119.153.175
e989f81c-5b35-4628-8dfc-8bf2c099082d,"2020-06-12, 01:37:26 PM",root,DeleteLoginProfile,IAM User,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""navitgupta@gmail.com""}]",,us-east-1,NoSuchEntityException,78.119.153.175
9fcd13de-208e-4e10-97f9-25fd2cfa12d5,"2020-06-12, 01:35:48 PM",root,ConsoleLogin,,,,us-east-1,,78.119.153.175
12ba286c-1ceb-46d9-9563-33fe534f9df1,"2020-06-08, 08:10:43 PM",root,DeleteRole,IAM Role,"[{""resourceType"":""AWS::IAM::Role"",""resourceName"":""AmazonSageMaker-ExecutionRole-20200608T005766""}]",,us-east-1,,78.119.153.175
2edd97b6-a57f-43f6-b065-744bc6cdb28b,"2020-06-08, 08:10:43 PM",root,DetachRolePolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AmazonSageMakerFullAccess""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""AmazonSageMaker-ExecutionRole-20200608T005766""}]",,us-east-1,,78.119.153.175
c09a433f-f2ec-4636-a9bd-a1d23af563d7,"2020-06-08, 08:10:43 PM",root,DetachRolePolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::133380358036:policy/service-role/AmazonSageMaker-ExecutionPolicy-20200608T005766""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""AmazonSageMaker-ExecutionRole-20200608T005766""}]",,us-east-1,,78.119.153.175
a21a5252-9c29-4bfa-965f-0cc505983699,"2020-06-08, 04:29:24 PM",root,AttachRolePolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AmazonSageMakerFullAccess""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""LambdaSageMakerRole""}]",,us-east-1,,78.119.153.175
ad2863ef-5155-450d-bf54-80552dc52444,"2020-06-08, 04:29:23 PM",root,CreateRole,IAM Role,"[{""resourceType"":""AWS::IAM::Role"",""resourceName"":""LambdaSageMakerRole""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""AROAR6DQWX6KIOZYJFNTO""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""arn:aws:iam::133380358036:role/LambdaSageMakerRole""}]",,us-east-1,,78.119.153.175
8320a992-f52a-4857-9ad6-184b9bf79b0a,"2020-06-08, 03:54:43 PM",root,ConsoleLogin,,,,us-east-1,,78.119.153.175
09952e0c-f628-4c9f-9150-271b89998e4f,"2020-06-08, 12:57:46 AM",root,AttachRolePolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AmazonSageMakerFullAccess""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""AmazonSageMaker-ExecutionRole-20200608T005766""}]",,us-east-1,,78.119.153.175
1ba9acbf-a4f7-4c21-9c97-298f15069a12,"2020-06-08, 12:57:46 AM",root,CreatePolicy,IAM Policy,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::133380358036:policy/service-role/AmazonSageMaker-ExecutionPolicy-20200608T005766""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""AmazonSageMaker-ExecutionPolicy-20200608T005766""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""ANPAR6DQWX6KPZ32IG6WT""}]",,us-east-1,,78.119.153.175
f3099b26-b98a-4dd9-8747-c93b5883ebd3,"2020-06-08, 12:57:46 AM",root,CreateRole,IAM Role,"[{""resourceType"":""AWS::IAM::Role"",""resourceName"":""AmazonSageMaker-ExecutionRole-20200608T005766""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""arn:aws:iam::133380358036:role/service-role/AmazonSageMaker-ExecutionRole-20200608T005766""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""SageMaker execution role created from the SageMaker AWS Management Console.""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""AROAR6DQWX6KOPOIVEUFS""}]",,us-east-1,,78.119.153.175
41f3a8d3-4b62-4bbb-96a8-0fd13344c51d,"2020-06-08, 12:31:38 AM",root,ConsoleLogin,,,,us-east-1,,78.119.153.175
d544c7bb-750d-420c-9aec-ef4e2264667a,"2020-06-04, 01:10:53 AM",root,ConsoleLogin,,,,us-east-1,,78.119.153.175
76afa62c-c364-408e-9e1c-f4196a07c3ca,"2020-05-08, 12:29:50 PM",root,RemoveAccountFromOrganization,,,,us-east-1,,78.119.153.175
e7210a09-2ba6-4ebd-8fbd-c3ea3eb96a81,"2020-05-08, 12:20:28 PM",root,ConsoleLogin,,,,us-east-1,,78.119.153.175
1df87056-5ae1-47a0-8b32-2e082463a14a,"2020-04-30, 11:22:32 AM",root,ConsoleLogin,,,,us-east-1,,78.119.153.175
